,Company,Bar Name,RefNo,Review Date,Cocoa %,Rating,Bean Type,Company Country Name,Bean Origin Country Name,Ethical,Country Lat,Country Lng,Country Abbr,Origin Lat,Origin Lng,Origin Abbr,Origin Cont
475,Compania de Chocolate (Salgado),Esmeraldas,296,2008,88%,2.75,Forastero (Nacional),Argentina,Ecuador,no,-38.416097,-63.61667199999999,AR,-1.831239,-78.18340599999999,EC,SA
476,Compania de Chocolate (Salgado),Ocumare,292,2008,70%,3.75,Criollo,Argentina,Venezuela (Bolivarian Republic of),no,-38.416097,-63.61667199999999,AR,6.42375,-66.58973,VE,SA
477,Compania de Chocolate (Salgado),Carenero Superior,292,2008,80%,2.75,Trinitario,Argentina,Venezuela (Bolivarian Republic of),no,-38.416097,-63.61667199999999,AR,6.42375,-66.58973,VE,SA
478,Compania de Chocolate (Salgado),Sur del Lago,579,2010,70%,3.25,,Argentina,Venezuela (Bolivarian Republic of),no,-38.416097,-63.61667199999999,AR,6.42375,-66.58973,VE,SA
479,Condor,Camino Verde,1630,2015,76%,3.5,,United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC,SA
480,Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78%,2.75,Trinitario,United States of America,Viet Nam,no,37.09024,-95.712891,US,14.058324,108.277199,VN,AS
481,Coppeneur,"Sambirano, Menava P.",196,2007,72%,3.0,Trinitario,Germany,Madagascar,no,51.165691,10.451526,DE,-18.766947,46.869107,MG,AF
482,Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72%,3.0,Criollo,Germany,Mexico,no,51.165691,10.451526,DE,23.634501,-102.552784,MX,NA
483,Coppeneur,"Porcelana, Venezuela",220,2008,72%,3.0,Criollo (Porcelana),Germany,Venezuela (Bolivarian Republic of),no,51.165691,10.451526,DE,6.42375,-66.58973,VE,SA
484,Coppeneur,"Porcelana, Apotequil",445,2009,62%,3.25,Criollo,Germany,Peru,no,51.165691,10.451526,DE,-9.189967,-75.015152,PE,SA
485,Coppeneur,"Porcelana, Apotequil",341,2009,72%,3.0,Criollo,Germany,Peru,no,51.165691,10.451526,DE,-9.189967,-75.015152,PE,SA
486,Coppeneur,Chuao 70hr,451,2009,70%,3.75,"Criollo, Trinitario",Germany,Venezuela (Bolivarian Republic of),no,51.165691,10.451526,DE,6.42375,-66.58973,VE,SA
487,Coppeneur,Chuao 100hr,451,2009,70%,3.5,"Criollo, Trinitario",Germany,Venezuela (Bolivarian Republic of),no,51.165691,10.451526,DE,6.42375,-66.58973,VE,SA
488,Coppeneur,"Los Rios, H. Iara",558,2010,72%,2.5,Nacional,Germany,Ecuador,no,51.165691,10.451526,DE,-1.831239,-78.18340599999999,EC,SA
489,Coppeneur,Grenada,470,2010,72%,3.25,Trinitario,Germany,Grenada,no,51.165691,10.451526,DE,12.1165,-61.67899999999999,GD,NA
490,Coppeneur,Jamaica,558,2010,72%,3.25,Trinitario,Germany,Jamaica,no,51.165691,10.451526,DE,18.109581,-77.297508,JM,NA
491,Coppeneur,Trinidad,558,2010,72%,3.0,Trinitario,Germany,Trinidad and Tobago,no,51.165691,10.451526,DE,10.691803,-61.222503,TT,NA
492,Coppeneur,Ocumare 61,558,2010,72%,3.25,Criollo (Ocumare 61),Germany,Venezuela (Bolivarian Republic of),no,51.165691,10.451526,DE,6.42375,-66.58973,VE,SA
493,Coppeneur,Chuao,478,2010,70%,3.0,Trinitario,Germany,Venezuela (Bolivarian Republic of),no,51.165691,10.451526,DE,6.42375,-66.58973,VE,SA
494,Coppeneur,Ecuador Puristique,817,2012,100%,1.5,,Germany,Ecuador,no,51.165691,10.451526,DE,-1.831239,-78.18340599999999,EC,SA
495,Coppeneur,Ghana Puristique,813,2012,85%,3.5,Forastero,Germany,Ghana,no,51.165691,10.451526,DE,7.946527,-1.023194,GH,AF
496,Coppeneur,Madagascar,959,2012,70%,3.5,Trinitario,Germany,Madagascar,no,51.165691,10.451526,DE,-18.766947,46.869107,MG,AF
497,Coppeneur,Uba Budo,821,2012,72%,3.75,Forastero,Germany,Sao Tome and Principe,no,51.165691,10.451526,DE,0.18636,6.613080999999999,ST,AF
498,Coppeneur,"Ecuador, Puristique",1169,2013,65%,3.25,Forastero (Nacional),Germany,Ecuador,no,51.165691,10.451526,DE,-1.831239,-78.18340599999999,EC,SA
499,Coppeneur,Ghana,1984,2017,75%,3.75,,Germany,Ghana,no,51.165691,10.451526,DE,7.946527,-1.023194,GH,AF
501,Cravve,"Bahia, batch a1213",975,2012,65%,3.25,Trinitario,Australia,Brazil,no,-25.274398,133.775136,AU,-14.235004,-51.92528,BR,SA
502,Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67%,3.25,Trinitario,Australia,Fiji,no,-25.274398,133.775136,AU,-17.713371,178.065032,FJ,OC
503,Cravve,Djual Island,975,2012,75%,3.5,Forastero,Australia,Papua New Guinea,no,-25.274398,133.775136,AU,-6.314992999999999,143.95555,PG,OC
504,Cravve,"Tanzania, batch a1",971,2012,75%,3.25,Forastero,Australia,"Tanzania, United Republic of",no,-25.274398,133.775136,AU,-6.369028,34.888822,TZ,AF
505,Cravve,Vanuatu,975,2012,64%,3.25,Trinitario,Australia,Vanuatu,no,-25.274398,133.775136,AU,-15.376706,166.959158,VU,OC
506,Cravve,New Ireland,1283,2014,70%,2.5,Forastero,Australia,Papua New Guinea,no,-25.274398,133.775136,AU,-6.314992999999999,143.95555,PG,OC
507,Cravve,"Vanuatu, batch 2410",1335,2014,83%,2.75,Trinitario,Australia,Vanuatu,no,-25.274398,133.775136,AU,-15.376706,166.959158,VU,OC
508,Creo,"""heirloom"", Arriba Nacional",1736,2016,73%,3.75,Forastero (Nacional),United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC,SA
509,Creo,"""heirloom"", Arriba Nacional",1736,2016,85%,3.25,Forastero (Nacional),United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC,SA
510,Daintree,"Daintree Estates, N. Queensland",785,2011,70%,3.25,,Australia,Australia,no,-25.274398,133.775136,AU,-25.274398,133.775136,AU,OC
511,Daintree,Goodman Estate,1654,2015,70%,2.75,,Australia,Australia,no,-25.274398,133.775136,AU,-25.274398,133.775136,AU,OC
512,Dalloway,"Dominican Republic, batch 7",1928,2017,72%,2.75,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO,NA
513,Damson,Los Rios,1610,2015,70%,3.5,,United Kingdom of Great Britain and Northern Ireland,Ecuador,no,55.378051,-3.435973,GB,-1.831239,-78.18340599999999,EC,SA
514,Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70%,2.25,,United Kingdom of Great Britain and Northern Ireland,Grenada,no,55.378051,-3.435973,GB,12.1165,-61.67899999999999,GD,NA
515,Damson,O'Payo,1666,2015,70%,2.75,,United Kingdom of Great Britain and Northern Ireland,Nicaragua,no,55.378051,-3.435973,GB,12.865416,-85.207229,NI,NA
516,Damson,Robson Estate,1610,2015,70%,3.0,Trinitario,United Kingdom of Great Britain and Northern Ireland,Trinidad and Tobago,no,55.378051,-3.435973,GB,10.691803,-61.222503,TT,NA
517,Damson,Angel Bar,2064,2018,65%,2.5,Blend,United Kingdom of Great Britain and Northern Ireland,Nicaragua,no,55.378051,-3.435973,GB,12.865416,-85.207229,NI,NA
518,Dandelion,Dominican Republic,654,2011,70%,3.25,,United States of America,Dominican Republic,yes,37.09024,-95.712891,US,18.735693,-70.162651,DO,NA
519,Dandelion,Madagascar,654,2011,70%,3.25,Trinitario,United States of America,Madagascar,yes,37.09024,-95.712891,US,-18.766947,46.869107,MG,AF
520,Dandelion,Tanzania,654,2011,70%,3.25,,United States of America,"Tanzania, United Republic of",yes,37.09024,-95.712891,US,-6.369028,34.888822,TZ,AF
521,Dandelion,Colombian,805,2012,70%,3.25,,United States of America,Colombia,yes,37.09024,-95.712891,US,4.570868,-74.297333,CO,SA
522,Dandelion,Upala,805,2012,70%,3.0,,United States of America,Costa Rica,yes,37.09024,-95.712891,US,9.748916999999999,-83.753428,CR,NA
523,Dandelion,"Elvesia, 2011",915,2012,70%,3.75,,United States of America,Dominican Republic,yes,37.09024,-95.712891,US,18.735693,-70.162651,DO,NA
524,Dandelion,Papua New Guinea,1153,2013,70%,3.5,,United States of America,Papua New Guinea,yes,37.09024,-95.712891,US,-6.314992999999999,143.95555,PG,OC
525,Dandelion,"Mantuano, 2012",1085,2013,70%,3.5,,United States of America,Venezuela (Bolivarian Republic of),yes,37.09024,-95.712891,US,6.42375,-66.58973,VE,SA
526,Dandelion,Patanemo,1026,2013,70%,3.25,,United States of America,Venezuela (Bolivarian Republic of),yes,37.09024,-95.712891,US,6.42375,-66.58973,VE,SA
527,Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70%,2.75,,United States of America,Venezuela (Bolivarian Republic of),yes,37.09024,-95.712891,US,6.42375,-66.58973,VE,SA
528,Dandelion,Maya Mountain,1219,2014,70%,3.5,Trinitario,United States of America,Belize,yes,37.09024,-95.712891,US,17.189877,-88.49765,BZ,NA
529,Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70%,3.75,,United States of America,Dominican Republic,yes,37.09024,-95.712891,US,18.735693,-70.162651,DO,NA
530,Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70%,3.5,,United States of America,Ecuador,yes,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC,SA
531,Dandelion,Buto,1303,2014,70%,2.75,,United States of America,Liberia,yes,37.09024,-95.712891,US,6.428055,-9.429499000000002,LR,AF
532,Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70%,3.0,Trinitario,United States of America,Belize,yes,37.09024,-95.712891,US,17.189877,-88.49765,BZ,NA
534,Dandelion,"Hacienda Azul, 2016 Harvest",2024,2017,70%,3.0,,United States of America,Costa Rica,yes,37.09024,-95.712891,US,9.748916999999999,-83.753428,CR,NA
535,Danta,Las Acacias E.,423,2009,60%,3.25,Criollo,Guatemala,Guatemala,no,15.783471,-90.23075899999999,GT,15.783471,-90.23075899999999,GT,NA
536,Danta,Las Acacias E.,423,2009,75%,3.0,Criollo,Guatemala,Guatemala,no,15.783471,-90.23075899999999,GT,15.783471,-90.23075899999999,GT,NA
537,Danta,Los Ujuxtes,661,2011,60%,3.5,,Guatemala,Guatemala,no,15.783471,-90.23075899999999,GT,15.783471,-90.23075899999999,GT,NA
538,Danta,Las Acacias E.,987,2012,70%,4.0,Criollo,Guatemala,Guatemala,no,15.783471,-90.23075899999999,GT,15.783471,-90.23075899999999,GT,NA
539,Danta,Los Ujuxtes,987,2012,70%,3.75,,Guatemala,Guatemala,no,15.783471,-90.23075899999999,GT,15.783471,-90.23075899999999,GT,NA
540,Danta,"Oscuro, Finca Chimelb",991,2012,70%,3.25,,Guatemala,Guatemala,no,15.783471,-90.23075899999999,GT,15.783471,-90.23075899999999,GT,NA
541,Danta,Sambirano,987,2012,70%,3.75,Trinitario,Guatemala,Madagascar,no,15.783471,-90.23075899999999,GT,-18.766947,46.869107,MG,AF
542,Danta,Chuao,987,2012,75%,3.0,Trinitario,Guatemala,Venezuela (Bolivarian Republic of),no,15.783471,-90.23075899999999,GT,6.42375,-66.58973,VE,SA
543,Danta,Los Ujuxtes,1223,2014,82%,3.25,,Guatemala,Guatemala,no,15.783471,-90.23075899999999,GT,15.783471,-90.23075899999999,GT,NA
544,DAR,"DUO, batch 002",1920,2016,70%,3.25,,United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC,SA
545,DAR,"Venezuela, batch 122",1920,2016,72%,2.75,,United States of America,Venezuela (Bolivarian Republic of),no,37.09024,-95.712891,US,6.42375,-66.58973,VE,SA
546,DAR,Vietnam,1920,2016,72%,3.0,Trinitario,United States of America,Viet Nam,no,37.09024,-95.712891,US,14.058324,108.277199,VN,AS
547,Dark Forest,Ecuador,1554,2015,70%,3.25,,United States of America,Ecuador,yes,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC,SA
548,Dark Forest,Madagascar,1550,2015,70%,3.0,Trinitario,United States of America,Madagascar,yes,37.09024,-95.712891,US,-18.766947,46.869107,MG,AF
549,Dark Forest,Tanzania,1554,2015,70%,3.0,,United States of America,"Tanzania, United Republic of",yes,37.09024,-95.712891,US,-6.369028,34.888822,TZ,AF
550,Dark Forest,Ocumare,1550,2015,70%,3.25,,United States of America,Venezuela (Bolivarian Republic of),yes,37.09024,-95.712891,US,6.42375,-66.58973,VE,SA
551,Dark Forest,Bolivia,1708,2016,75%,3.25,,United States of America,Plurinational State of Bolivia,yes,37.09024,-95.712891,US,-16.290154,-63.58865299999999,BO,SA
552,Davis,West Africa,907,2012,58%,3.25,Forastero,United States of America,Benin,yes,37.09024,-95.712891,US,9.30769,2.315834,BJ,AF
553,Davis,Rainforest,1093,2013,70%,2.75,,United States of America,Dominican Republic,yes,37.09024,-95.712891,US,18.735693,-70.162651,DO,NA
554,Davis,Ghana,1093,2013,70%,2.5,Forastero,United States of America,Ghana,yes,37.09024,-95.712891,US,7.946527,-1.023194,GH,AF
555,Davis,Venezuela,1093,2013,70%,2.75,,United States of America,Venezuela (Bolivarian Republic of),yes,37.09024,-95.712891,US,6.42375,-66.58973,VE,SA
556,De Mendes,"Nativo, Varzea",1462,2015,72%,3.5,,Brazil,Brazil,no,-14.235004,-51.92528,BR,-14.235004,-51.92528,BR,SA
557,De Mendes,"Selvagem, Jari",1462,2015,65%,3.5,,Brazil,Brazil,no,-14.235004,-51.92528,BR,-14.235004,-51.92528,BR,SA
558,De Villiers,"Sambirano Valley, batch 2477",1832,2016,70%,3.0,,South Africa,Madagascar,no,-30.559482,22.937506,ZA,-18.766947,46.869107,MG,AF
559,De Villiers,Bundibugyo District,1832,2016,70%,2.5,Forastero,South Africa,Uganda,no,-30.559482,22.937506,ZA,1.373333,32.290275,UG,AF
560,Dean and Deluca (Belcolade),Costa Rica,175,2007,64%,3.0,,United States of America,Costa Rica,no,37.09024,-95.712891,US,9.748916999999999,-83.753428,CR,NA
561,Dean and Deluca (Belcolade),Ecuador,175,2007,71%,3.0,,United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC,SA
562,Dean and Deluca (Belcolade),Ghana,175,2007,60%,3.0,Forastero,United States of America,Ghana,no,37.09024,-95.712891,US,7.946527,-1.023194,GH,AF
563,Dean and Deluca (Belcolade),Madagascar,170,2007,66%,2.5,Trinitario,United States of America,Madagascar,no,37.09024,-95.712891,US,-18.766947,46.869107,MG,AF
564,Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64%,3.0,,United States of America,Papua New Guinea,no,37.09024,-95.712891,US,-6.314992999999999,143.95555,PG,OC
565,Dean and Deluca (Belcolade),Peru,180,2007,64%,3.0,,United States of America,Peru,no,37.09024,-95.712891,US,-9.189967,-75.015152,PE,SA
566,Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66%,3.75,,France,Venezuela (Bolivarian Republic of),no,46.227638,2.213749,FR,6.42375,-66.58973,VE,SA
567,Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64%,3.0,,France,Papua New Guinea,no,46.227638,2.213749,FR,-6.314992999999999,143.95555,PG,OC
568,Desbarres,"Kilombero, batch 41",1916,2016,72%,2.5,,Canada,"Tanzania, United Republic of",no,56.130366,-106.346771,CA,-6.369028,34.888822,TZ,AF
569,DeVries,Costa Rica,166,2007,77%,3.5,Trinitario,United States of America,Costa Rica,no,37.09024,-95.712891,US,9.748916999999999,-83.753428,CR,NA
570,DeVries,Dominican Republic,166,2007,77%,3.5,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO,NA
571,DeVries,Bolivian,241,2008,80%,2.75,,United States of America,Plurinational State of Bolivia,no,37.09024,-95.712891,US,-16.290154,-63.58865299999999,BO,SA
572,Dick Taylor,La Red,769,2011,74%,3.0,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO,NA
573,Dick Taylor,Ecuador,769,2011,70%,3.25,,United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC,SA
574,Dick Taylor,Sambirano,661,2011,72%,3.0,Trinitario,United States of America,Madagascar,no,37.09024,-95.712891,US,-18.766947,46.869107,MG,AF
575,Dick Taylor,Sambirano,661,2011,80%,2.75,Trinitario,United States of America,Madagascar,no,37.09024,-95.712891,US,-18.766947,46.869107,MG,AF
576,Dick Taylor,Mantuano,682,2011,75%,2.75,Criollo,United States of America,Venezuela (Bolivarian Republic of),no,37.09024,-95.712891,US,6.42375,-66.58973,VE,SA
577,Dick Taylor,Belize,955,2012,72%,2.75,Trinitario,United States of America,Belize,no,37.09024,-95.712891,US,17.189877,-88.49765,BZ,NA
578,Dick Taylor,Bolivia,895,2012,75%,2.75,,United States of America,Plurinational State of Bolivia,no,37.09024,-95.712891,US,-16.290154,-63.58865299999999,BO,SA
579,Dick Taylor,Camino Verde,1193,2013,76%,3.5,,United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC,SA
580,Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70%,3.25,,United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC,SA
581,Dick Taylor,Elvesia,1235,2014,74%,3.5,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO,NA
582,Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70%,3.75,,United States of America,Plurinational State of Bolivia,no,37.09024,-95.712891,US,-16.290154,-63.58865299999999,BO,SA
583,Dick Taylor,Tien Giang,1864,2016,78%,3.5,Trinitario,United States of America,Viet Nam,no,37.09024,-95.712891,US,14.058324,108.277199,VN,AS
584,Dick Taylor,"Fazenda Camboa, Bahia, batch 17009",1972,2017,75%,3.75,,United States of America,Brazil,no,37.09024,-95.712891,US,-14.235004,-51.92528,BR,SA
585,Dick Taylor,Lanquin Estate,1952,2017,70%,3.75,,United States of America,Guatemala,no,37.09024,-95.712891,US,15.783471,-90.23075899999999,GT,NA
586,Dick Taylor,"Solomon Is.,batch 17158, N.Vela",2016,2017,72%,4.0,,United States of America,Solomon Islands,no,37.09024,-95.712891,US,-9.64571,160.156194,SB,OC
587,Doble & Bignall,Johe,1407,2014,72%,3.5,"Criollo, Trinitario",United Kingdom of Great Britain and Northern Ireland,Nicaragua,no,55.378051,-3.435973,GB,12.865416,-85.207229,NI,NA
588,Doble & Bignall,"Panama, Raven",1371,2014,72%,3.25,,United Kingdom of Great Britain and Northern Ireland,Panama,no,55.378051,-3.435973,GB,8.537981,-80.782127,PA,NA
589,Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72%,3.25,Trinitario,United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),no,55.378051,-3.435973,GB,6.42375,-66.58973,VE,SA
590,Doble & Bignall,Puerto Cabello,1688,2015,85%,3.0,,United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),no,55.378051,-3.435973,GB,6.42375,-66.58973,VE,SA
591,Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70%,3.75,,United States of America,United States of America,yes,37.09024,-95.712891,US,19.8968,155.5828,US,NA
593,Dolfin (Belcolade),Africa,304,2008,88%,3.0,Forastero,Belgium,Benin,no,50.503887,4.469936,BE,9.30769,2.315834,BJ,AF
594,Domori,Apurimac,87,2006,70%,3.25,Trinitario,Italy,Peru,no,41.87194,12.56738,IT,-9.189967,-75.015152,PE,SA
595,Domori,Carenero Superior,87,2006,70%,3.5,Trinitario,Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE,SA
596,Domori,Sur del Lago Classificado,87,2006,70%,3.0,Trinitario,Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE,SA
597,Domori,Ecuador,192,2007,70%,4.0,Forastero (Arriba),Italy,Ecuador,no,41.87194,12.56738,IT,-1.831239,-78.18340599999999,EC,SA
598,Domori,"Java, Javablond",192,2007,70%,3.75,Criollo,Italy,Indonesia,no,41.87194,12.56738,IT,-0.789275,113.921327,ID,AS
599,Domori,Madagascar,135,2007,70%,3.5,Trinitario,Italy,Madagascar,no,41.87194,12.56738,IT,-18.766947,46.869107,MG,AF
600,Domori,Madagared,192,2007,70%,3.5,Criollo,Italy,Madagascar,no,41.87194,12.56738,IT,-18.766947,46.869107,MG,AF
601,Domori,Porcelana,111,2007,70%,4.0,Criollo (Porcelana),Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE,SA
602,Domori,"Ocumare 67, Puertofino",192,2007,70%,4.0,Criollo (Ocumare 67),Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE,SA
603,Domori,"Ocumare 61, Puertomar",129,2007,75%,3.25,Criollo (Ocumare 61),Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE,SA
604,Domori,Granella,135,2007,60%,3.25,Trinitario,Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE,SA
605,Domori,Teyuna,272,2008,70%,3.0,,Italy,Colombia,no,41.87194,12.56738,IT,4.570868,-74.297333,CO,SA
606,Domori,"Carupano, H. San Jose",227,2008,70%,3.0,Trinitario,Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE,SA
609,Domori,"Chuao, Hacienda San Jose",470,2010,70%,3.0,Trinitario,Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE,SA
610,Domori,"Canoabo, Hacienda San Jose",693,2011,70%,3.5,Criollo,Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE,SA
611,Domori,Morogoro,863,2012,70%,3.5,,Italy,"Tanzania, United Republic of",no,41.87194,12.56738,IT,-6.369028,34.888822,TZ,AF
612,Domori,Guasare,863,2012,70%,3.75,Criollo,Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE,SA
613,Domori,"IL100, H. San Jose",1109,2013,100%,3.0,Criollo,Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE,SA
614,Domori,Hacienda Victoria,1672,2015,70%,3.75,,Italy,Ecuador,no,41.87194,12.56738,IT,-1.831239,-78.18340599999999,EC,SA
615,Domori,Ocumare 77,1672,2015,70%,3.75,Criollo (Ocumare 77),Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE,SA
616,Domori,Tanzania,2040,2018,70%,4.0,,Italy,"Tanzania, United Republic of",no,41.87194,12.56738,IT,-6.369028,34.888822,TZ,AF
617,Dormouse,"Colombia, Batch 9",1676,2015,80%,2.75,"Criollo, Trinitario",United Kingdom of Great Britain and Northern Ireland,Colombia,no,55.378051,-3.435973,GB,4.570868,-74.297333,CO,SA
618,Dormouse,"Madagascar, Batch 8",1676,2015,77%,2.75,"Criollo, Trinitario",United Kingdom of Great Britain and Northern Ireland,Madagascar,no,55.378051,-3.435973,GB,-18.766947,46.869107,MG,AF
619,Dormouse,"Rio Caribe, Batch 7",1672,2015,70%,2.5,Trinitario,United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),no,55.378051,-3.435973,GB,6.42375,-66.58973,VE,SA
620,Dormouse,Non Pariel Estate,1880,2016,75%,2.75,Trinitario,United Kingdom of Great Britain and Northern Ireland,Grenada,no,55.378051,-3.435973,GB,12.1165,-61.67899999999999,GD,NA
621,Dormouse,"Verapaz, batch 254",2052,2018,72%,3.5,Trinitario,United Kingdom of Great Britain and Northern Ireland,Guatemala,no,55.378051,-3.435973,GB,15.783471,-90.23075899999999,GT,NA
622,Dormouse,"Piura, batch 274",2096,2018,80%,3.5,,United Kingdom of Great Britain and Northern Ireland,Peru,no,55.378051,-3.435973,GB,-9.189967,-75.015152,PE,SA
623,Dormouse,"Kablon Farm, batch 242",2052,2018,71.50%,2.75,"Trinitario, Criollo",United Kingdom of Great Britain and Northern Ireland,Philippines,no,55.378051,-3.435973,GB,12.879721,121.774017,PH,AS
624,Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72%,3.75,,United Kingdom of Great Britain and Northern Ireland,Ecuador,no,55.378051,-3.435973,GB,-1.831239,-78.18340599999999,EC,SA
625,Duffy's,Star of Ecuador,523,2010,70%,2.5,,United Kingdom of Great Britain and Northern Ireland,Ecuador,no,55.378051,-3.435973,GB,-1.831239,-78.18340599999999,EC,SA
626,Duffy's,Panama,516,2010,70%,3.5,,United Kingdom of Great Britain and Northern Ireland,Panama,no,55.378051,-3.435973,GB,8.537981,-80.782127,PA,NA
627,Duffy's,Star of Peru,523,2010,70%,3.75,,United Kingdom of Great Britain and Northern Ireland,Peru,no,55.378051,-3.435973,GB,-9.189967,-75.015152,PE,SA
628,Duffy's,Dominican Republic,661,2011,65%,3.5,,United Kingdom of Great Britain and Northern Ireland,Dominican Republic,no,55.378051,-3.435973,GB,18.735693,-70.162651,DO,NA
629,Duffy's,"Indio Rojo, Xoco",623,2011,72%,3.75,Criollo,United Kingdom of Great Britain and Northern Ireland,Honduras,no,55.378051,-3.435973,GB,15.199999,-86.241905,HN,NA
630,Duffy's,"Nicaliso, Xoco",697,2011,71%,3.25,Criollo,United Kingdom of Great Britain and Northern Ireland,Nicaragua,no,55.378051,-3.435973,GB,12.865416,-85.207229,NI,NA
631,Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72%,3.0,,United Kingdom of Great Britain and Northern Ireland,Panama,no,55.378051,-3.435973,GB,8.537981,-80.782127,PA,NA
632,Duffy's,Ocumare,765,2011,71%,3.5,,United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),no,55.378051,-3.435973,GB,6.42375,-66.58973,VE,SA
633,Duffy's,Ocumare,923,2012,72%,3.75,,United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),no,55.378051,-3.435973,GB,6.42375,-66.58973,VE,SA
634,Duffy's,"Rico Rugoso, Xoco",1331,2014,76%,3.75,Criollo,United Kingdom of Great Britain and Northern Ireland,Nicaragua,no,55.378051,-3.435973,GB,12.865416,-85.207229,NI,NA
635,Duffy's,"Chuno, Xoco",1331,2014,70%,3.5,Criollo,United Kingdom of Great Britain and Northern Ireland,Nicaragua,no,55.378051,-3.435973,GB,12.865416,-85.207229,NI,NA
636,Duffy's,"Rio Dulce, Xoco",1662,2015,70%,4.0,Criollo,United Kingdom of Great Britain and Northern Ireland,Guatemala,no,55.378051,-3.435973,GB,15.783471,-90.23075899999999,GT,NA
637,Duffy's,Eti-Oni,1964,2017,70%,2.75,,United Kingdom of Great Britain and Northern Ireland,Nigeria,no,55.378051,-3.435973,GB,9.081999,8.675277,NG,AF
638,Dulcinea,Dominican Republic,1506,2015,70%,3.25,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO,NA
639,Durand,Madagascar,841,2012,82%,2.75,Trinitario,France,Madagascar,no,46.227638,2.213749,FR,-18.766947,46.869107,MG,AF
640,Durci,Taino Secret,1630,2015,70%,3.25,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO,NA
641,Durci,Corona Arriba,1630,2015,70%,4.0,,United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC,SA
642,Durci,"Maranon, Joya Rara",1626,2015,70%,3.5,Forastero (Nacional),United States of America,Peru,no,37.09024,-95.712891,US,-9.189967,-75.015152,PE,SA
