,Company,Bar Name,RefNo,Review Date,Cocoa %,Rating,Bean Type,Company Country Name,Bean Origin Country Name,Ethical,Country Lat,Country Lng,Country Abbr,Origin Lat,Origin Lng,Origin Abbr
548,Dark Forest,Madagascar,1550,2015,70%,3.0,Trinitario,United States of America,Madagascar,yes,37.09024,-95.712891,US,-18.766947,46.869107,MG
549,Dark Forest,Tanzania,1554,2015,70%,3.0,,United States of America,"Tanzania, United Republic of",yes,37.09024,-95.712891,US,-6.369028,34.888822,TZ
550,Dark Forest,Ocumare,1550,2015,70%,3.25,,United States of America,Venezuela (Bolivarian Republic of),yes,37.09024,-95.712891,US,6.42375,-66.58973,VE
551,Dark Forest,Bolivia,1708,2016,75%,3.25,,United States of America,Plurinational State of Bolivia,yes,37.09024,-95.712891,US,-16.290154,-63.58865299999999,BO
552,Davis,West Africa,907,2012,58%,3.25,Forastero,United States of America,Benin,yes,37.09024,-95.712891,US,9.30769,2.315834,BJ
553,Davis,Rainforest,1093,2013,70%,2.75,,United States of America,Dominican Republic,yes,37.09024,-95.712891,US,18.735693,-70.162651,DO
554,Davis,Ghana,1093,2013,70%,2.5,Forastero,United States of America,Ghana,yes,37.09024,-95.712891,US,7.946527,-1.023194,GH
555,Davis,Venezuela,1093,2013,70%,2.75,,United States of America,Venezuela (Bolivarian Republic of),yes,37.09024,-95.712891,US,6.42375,-66.58973,VE
556,De Mendes,"Nativo, Varzea",1462,2015,72%,3.5,,Brazil,Brazil,no,-14.235004,-51.92528,BR,-14.235004,-51.92528,BR
557,De Mendes,"Selvagem, Jari",1462,2015,65%,3.5,,Brazil,Brazil,no,-14.235004,-51.92528,BR,-14.235004,-51.92528,BR
558,De Villiers,"Sambirano Valley, batch 2477",1832,2016,70%,3.0,,South Africa,Madagascar,no,-30.559482,22.937506,ZA,-18.766947,46.869107,MG
559,De Villiers,Bundibugyo District,1832,2016,70%,2.5,Forastero,South Africa,Uganda,no,-30.559482,22.937506,ZA,1.373333,32.290275,UG
560,Dean and Deluca (Belcolade),Costa Rica,175,2007,64%,3.0,,United States of America,Costa Rica,no,37.09024,-95.712891,US,9.748916999999999,-83.753428,CR
561,Dean and Deluca (Belcolade),Ecuador,175,2007,71%,3.0,,United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC
562,Dean and Deluca (Belcolade),Ghana,175,2007,60%,3.0,Forastero,United States of America,Ghana,no,37.09024,-95.712891,US,7.946527,-1.023194,GH
563,Dean and Deluca (Belcolade),Madagascar,170,2007,66%,2.5,Trinitario,United States of America,Madagascar,no,37.09024,-95.712891,US,-18.766947,46.869107,MG
564,Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64%,3.0,,United States of America,Papua New Guinea,no,37.09024,-95.712891,US,-6.314992999999999,143.95555,PG
565,Dean and Deluca (Belcolade),Peru,180,2007,64%,3.0,,United States of America,Peru,no,37.09024,-95.712891,US,-9.189967,-75.015152,PE
566,Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66%,3.75,,France,Venezuela (Bolivarian Republic of),no,46.227638,2.213749,FR,6.42375,-66.58973,VE
567,Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64%,3.0,,France,Papua New Guinea,no,46.227638,2.213749,FR,-6.314992999999999,143.95555,PG
568,Desbarres,"Kilombero, batch 41",1916,2016,72%,2.5,,Canada,"Tanzania, United Republic of",no,56.130366,-106.346771,CA,-6.369028,34.888822,TZ
569,DeVries,Costa Rica,166,2007,77%,3.5,Trinitario,United States of America,Costa Rica,no,37.09024,-95.712891,US,9.748916999999999,-83.753428,CR
570,DeVries,Dominican Republic,166,2007,77%,3.5,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO
571,DeVries,Bolivian,241,2008,80%,2.75,,United States of America,Plurinational State of Bolivia,no,37.09024,-95.712891,US,-16.290154,-63.58865299999999,BO
572,Dick Taylor,La Red,769,2011,74%,3.0,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO
573,Dick Taylor,Ecuador,769,2011,70%,3.25,,United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC
574,Dick Taylor,Sambirano,661,2011,72%,3.0,Trinitario,United States of America,Madagascar,no,37.09024,-95.712891,US,-18.766947,46.869107,MG
575,Dick Taylor,Sambirano,661,2011,80%,2.75,Trinitario,United States of America,Madagascar,no,37.09024,-95.712891,US,-18.766947,46.869107,MG
576,Dick Taylor,Mantuano,682,2011,75%,2.75,Criollo,United States of America,Venezuela (Bolivarian Republic of),no,37.09024,-95.712891,US,6.42375,-66.58973,VE
577,Dick Taylor,Belize,955,2012,72%,2.75,Trinitario,United States of America,Belize,no,37.09024,-95.712891,US,17.189877,-88.49765,BZ
578,Dick Taylor,Bolivia,895,2012,75%,2.75,,United States of America,Plurinational State of Bolivia,no,37.09024,-95.712891,US,-16.290154,-63.58865299999999,BO
579,Dick Taylor,Camino Verde,1193,2013,76%,3.5,,United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC
580,Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70%,3.25,,United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC
581,Dick Taylor,Elvesia,1235,2014,74%,3.5,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO
582,Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70%,3.75,,United States of America,Plurinational State of Bolivia,no,37.09024,-95.712891,US,-16.290154,-63.58865299999999,BO
583,Dick Taylor,Tien Giang,1864,2016,78%,3.5,Trinitario,United States of America,Viet Nam,no,37.09024,-95.712891,US,14.058324,108.277199,VN
584,Dick Taylor,"Fazenda Camboa, Bahia, batch 17009",1972,2017,75%,3.75,,United States of America,Brazil,no,37.09024,-95.712891,US,-14.235004,-51.92528,BR
585,Dick Taylor,Lanquin Estate,1952,2017,70%,3.75,,United States of America,Guatemala,no,37.09024,-95.712891,US,15.783471,-90.23075899999999,GT
586,Dick Taylor,"Solomon Is.,batch 17158, N.Vela",2016,2017,72%,4.0,,United States of America,Solomon Islands,no,37.09024,-95.712891,US,-9.64571,160.156194,SB
587,Doble & Bignall,Johe,1407,2014,72%,3.5,"Criollo, Trinitario",United Kingdom of Great Britain and Northern Ireland,Nicaragua,no,55.378051,-3.435973,GB,12.865416,-85.207229,NI
588,Doble & Bignall,"Panama, Raven",1371,2014,72%,3.25,,United Kingdom of Great Britain and Northern Ireland,Panama,no,55.378051,-3.435973,GB,8.537981,-80.782127,PA
589,Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72%,3.25,Trinitario,United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),no,55.378051,-3.435973,GB,6.42375,-66.58973,VE
590,Doble & Bignall,Puerto Cabello,1688,2015,85%,3.0,,United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),no,55.378051,-3.435973,GB,6.42375,-66.58973,VE
591,Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70%,3.75,,United States of America,United States of America,yes,37.09024,-95.712891,US,19.8968,155.5828,US
592,Dolfin (Belcolade),Noir,63,2006,70%,1.5,,Belgium,,no,50.503887,4.469936,BE,33.791638,-84.389488,#1
593,Dolfin (Belcolade),Africa,304,2008,88%,3.0,Forastero,Belgium,Benin,no,50.503887,4.469936,BE,9.30769,2.315834,BJ
594,Domori,Apurimac,87,2006,70%,3.25,Trinitario,Italy,Peru,no,41.87194,12.56738,IT,-9.189967,-75.015152,PE
595,Domori,Carenero Superior,87,2006,70%,3.5,Trinitario,Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE
596,Domori,Sur del Lago Classificado,87,2006,70%,3.0,Trinitario,Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE
597,Domori,Ecuador,192,2007,70%,4.0,Forastero (Arriba),Italy,Ecuador,no,41.87194,12.56738,IT,-1.831239,-78.18340599999999,EC
598,Domori,"Java, Javablond",192,2007,70%,3.75,Criollo,Italy,Indonesia,no,41.87194,12.56738,IT,-0.789275,113.921327,ID
599,Domori,Madagascar,135,2007,70%,3.5,Trinitario,Italy,Madagascar,no,41.87194,12.56738,IT,-18.766947,46.869107,MG
600,Domori,Madagared,192,2007,70%,3.5,Criollo,Italy,Madagascar,no,41.87194,12.56738,IT,-18.766947,46.869107,MG
601,Domori,Porcelana,111,2007,70%,4.0,Criollo (Porcelana),Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE
602,Domori,"Ocumare 67, Puertofino",192,2007,70%,4.0,Criollo (Ocumare 67),Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE
603,Domori,"Ocumare 61, Puertomar",129,2007,75%,3.25,Criollo (Ocumare 61),Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE
604,Domori,Granella,135,2007,60%,3.25,Trinitario,Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE
605,Domori,Teyuna,272,2008,70%,3.0,,Italy,Colombia,no,41.87194,12.56738,IT,4.570868,-74.297333,CO
606,Domori,"Carupano, H. San Jose",227,2008,70%,3.0,Trinitario,Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE
607,Domori,Ilblend,272,2008,70%,3.75,Blend,Italy,,no,41.87194,12.56738,IT,33.791638,-84.389488,#1
608,Domori,Blend No. 1,272,2008,78%,3.5,Blend,Italy,,no,41.87194,12.56738,IT,33.791638,-84.389488,#1
609,Domori,"Chuao, Hacienda San Jose",470,2010,70%,3.0,Trinitario,Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE
610,Domori,"Canoabo, Hacienda San Jose",693,2011,70%,3.5,Criollo,Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE
611,Domori,Morogoro,863,2012,70%,3.5,,Italy,"Tanzania, United Republic of",no,41.87194,12.56738,IT,-6.369028,34.888822,TZ
612,Domori,Guasare,863,2012,70%,3.75,Criollo,Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE
613,Domori,"IL100, H. San Jose",1109,2013,100%,3.0,Criollo,Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE
614,Domori,Hacienda Victoria,1672,2015,70%,3.75,,Italy,Ecuador,no,41.87194,12.56738,IT,-1.831239,-78.18340599999999,EC
615,Domori,Ocumare 77,1672,2015,70%,3.75,Criollo (Ocumare 77),Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE
616,Domori,Tanzania,2040,2018,70%,4.0,,Italy,"Tanzania, United Republic of",no,41.87194,12.56738,IT,-6.369028,34.888822,TZ
617,Dormouse,"Colombia, Batch 9",1676,2015,80%,2.75,"Criollo, Trinitario",United Kingdom of Great Britain and Northern Ireland,Colombia,no,55.378051,-3.435973,GB,4.570868,-74.297333,CO
618,Dormouse,"Madagascar, Batch 8",1676,2015,77%,2.75,"Criollo, Trinitario",United Kingdom of Great Britain and Northern Ireland,Madagascar,no,55.378051,-3.435973,GB,-18.766947,46.869107,MG
619,Dormouse,"Rio Caribe, Batch 7",1672,2015,70%,2.5,Trinitario,United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),no,55.378051,-3.435973,GB,6.42375,-66.58973,VE
620,Dormouse,Non Pariel Estate,1880,2016,75%,2.75,Trinitario,United Kingdom of Great Britain and Northern Ireland,Grenada,no,55.378051,-3.435973,GB,12.1165,-61.67899999999999,GD
621,Dormouse,"Verapaz, batch 254",2052,2018,72%,3.5,Trinitario,United Kingdom of Great Britain and Northern Ireland,Guatemala,no,55.378051,-3.435973,GB,15.783471,-90.23075899999999,GT
622,Dormouse,"Piura, batch 274",2096,2018,80%,3.5,,United Kingdom of Great Britain and Northern Ireland,Peru,no,55.378051,-3.435973,GB,-9.189967,-75.015152,PE
623,Dormouse,"Kablon Farm, batch 242",2052,2018,71.50%,2.75,"Trinitario, Criollo",United Kingdom of Great Britain and Northern Ireland,Philippines,no,55.378051,-3.435973,GB,12.879721,121.774017,PH
624,Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72%,3.75,,United Kingdom of Great Britain and Northern Ireland,Ecuador,no,55.378051,-3.435973,GB,-1.831239,-78.18340599999999,EC
625,Duffy's,Star of Ecuador,523,2010,70%,2.5,,United Kingdom of Great Britain and Northern Ireland,Ecuador,no,55.378051,-3.435973,GB,-1.831239,-78.18340599999999,EC
626,Duffy's,Panama,516,2010,70%,3.5,,United Kingdom of Great Britain and Northern Ireland,Panama,no,55.378051,-3.435973,GB,8.537981,-80.782127,PA
627,Duffy's,Star of Peru,523,2010,70%,3.75,,United Kingdom of Great Britain and Northern Ireland,Peru,no,55.378051,-3.435973,GB,-9.189967,-75.015152,PE
628,Duffy's,Dominican Republic,661,2011,65%,3.5,,United Kingdom of Great Britain and Northern Ireland,Dominican Republic,no,55.378051,-3.435973,GB,18.735693,-70.162651,DO
629,Duffy's,"Indio Rojo, Xoco",623,2011,72%,3.75,Criollo,United Kingdom of Great Britain and Northern Ireland,Honduras,no,55.378051,-3.435973,GB,15.199999,-86.241905,HN
630,Duffy's,"Nicaliso, Xoco",697,2011,71%,3.25,Criollo,United Kingdom of Great Britain and Northern Ireland,Nicaragua,no,55.378051,-3.435973,GB,12.865416,-85.207229,NI
631,Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72%,3.0,,United Kingdom of Great Britain and Northern Ireland,Panama,no,55.378051,-3.435973,GB,8.537981,-80.782127,PA
632,Duffy's,Ocumare,765,2011,71%,3.5,,United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),no,55.378051,-3.435973,GB,6.42375,-66.58973,VE
633,Duffy's,Ocumare,923,2012,72%,3.75,,United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),no,55.378051,-3.435973,GB,6.42375,-66.58973,VE
634,Duffy's,"Rico Rugoso, Xoco",1331,2014,76%,3.75,Criollo,United Kingdom of Great Britain and Northern Ireland,Nicaragua,no,55.378051,-3.435973,GB,12.865416,-85.207229,NI
635,Duffy's,"Chuno, Xoco",1331,2014,70%,3.5,Criollo,United Kingdom of Great Britain and Northern Ireland,Nicaragua,no,55.378051,-3.435973,GB,12.865416,-85.207229,NI
636,Duffy's,"Rio Dulce, Xoco",1662,2015,70%,4.0,Criollo,United Kingdom of Great Britain and Northern Ireland,Guatemala,no,55.378051,-3.435973,GB,15.783471,-90.23075899999999,GT
637,Duffy's,Eti-Oni,1964,2017,70%,2.75,,United Kingdom of Great Britain and Northern Ireland,Nigeria,no,55.378051,-3.435973,GB,9.081999,8.675277,NG
638,Dulcinea,Dominican Republic,1506,2015,70%,3.25,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO
639,Durand,Madagascar,841,2012,82%,2.75,Trinitario,France,Madagascar,no,46.227638,2.213749,FR,-18.766947,46.869107,MG
640,Durci,Taino Secret,1630,2015,70%,3.25,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO
641,Durci,Corona Arriba,1630,2015,70%,4.0,,United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC
642,Durci,"Maranon, Joya Rara",1626,2015,70%,3.5,Forastero (Nacional),United States of America,Peru,no,37.09024,-95.712891,US,-9.189967,-75.015152,PE
643,Durci,"Rio Caribe, Tepui Treasure",1626,2015,70%,3.5,Trinitario,United States of America,Venezuela (Bolivarian Republic of),no,37.09024,-95.712891,US,6.42375,-66.58973,VE
644,Durci,"Carenero, Empyrean Sabor",1630,2015,70%,3.25,Trinitario,United States of America,Venezuela (Bolivarian Republic of),no,37.09024,-95.712891,US,6.42375,-66.58973,VE
645,Durci,Piura Blanco,2040,2018,70%,4.0,,United States of America,Peru,no,37.09024,-95.712891,US,-9.189967,-75.015152,PE
646,East Van Roasters,Dominican Republic,1343,2014,70%,3.75,,Canada,Dominican Republic,no,56.130366,-106.346771,CA,18.735693,-70.162651,DO
647,East Van Roasters,Madagascar,1343,2014,70%,3.5,Trinitario,Canada,Madagascar,no,56.130366,-106.346771,CA,-18.766947,46.869107,MG
648,East Van Roasters,Peru,1343,2014,70%,3.25,,Canada,Peru,no,56.130366,-106.346771,CA,-9.189967,-75.015152,PE
649,Eau de Rose,Tumaco,1812,2016,70%,3.25,,Canada,Colombia,no,56.130366,-106.346771,CA,4.570868,-74.297333,CO
650,Eau de Rose,Arauca,1812,2016,70%,3.25,,Canada,Colombia,no,56.130366,-106.346771,CA,4.570868,-74.297333,CO
651,Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72%,2.75,Forastero (Nacional),United States of America,Peru,no,37.09024,-95.712891,US,-9.189967,-75.015152,PE
652,Edelmond,Porcelana,1876,2016,68%,3.0,Criollo,Germany,Venezuela (Bolivarian Republic of),no,51.165691,10.451526,DE,6.42375,-66.58973,VE
653,El Ceibo,Alto Beni,252,2008,71%,2.75,,Plurinational State of Bolivia,Plurinational State of Bolivia,yes,-16.290154,-63.58865299999999,BO,-16.290154,-63.58865299999999,BO
654,El Ceibo,"Alto Beni, Covendo Region",709,2011,75%,3.75,,Plurinational State of Bolivia,Plurinational State of Bolivia,yes,-16.290154,-63.58865299999999,BO,-16.290154,-63.58865299999999,BO
655,El Rey,"Carenero Superior, Gran Saman",32,2006,70%,2.75,Criollo,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),no,6.42375,-66.58973,VE,6.42375,-66.58973,VE
656,El Rey,"Carenero Superior, Mijao",206,2008,61%,3.0,Criollo,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),no,6.42375,-66.58973,VE,6.42375,-66.58973,VE
657,El Rey,"Carenero Superior, Apamate",206,2008,74%,2.5,Criollo,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),no,6.42375,-66.58973,VE,6.42375,-66.58973,VE
658,El Rey,"Carenero Superior, Bucare",206,2008,58%,2.5,Criollo,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),no,6.42375,-66.58973,VE,6.42375,-66.58973,VE
659,El Rey,"Rio Caribe, Macuro",439,2009,70%,3.0,Trinitario,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),no,6.42375,-66.58973,VE,6.42375,-66.58973,VE
660,El Rey,"Rio Caribe, Cariaco",439,2009,60.50%,2.75,Trinitario,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),no,6.42375,-66.58973,VE,6.42375,-66.58973,VE
661,El Rey,San Joaquin,1662,2015,70%,3.75,,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),no,6.42375,-66.58973,VE,6.42375,-66.58973,VE
662,Emerald Estate,Emerald Estate,1137,2013,70%,3.25,,Saint Lucia,Saint Lucia,no,13.909444,-60.978893,LC,13.909444,-60.978893,LC
663,Emerald Estate,Emerald Estate,1137,2013,60%,2.75,,Saint Lucia,Saint Lucia,no,13.909444,-60.978893,LC,13.909444,-60.978893,LC
664,Emily's,Peru,1454,2015,78%,3.5,Criollo,Japan,Peru,no,36.204824,138.252924,JP,-9.189967,-75.015152,PE
665,Emily's,Patanemo,1450,2015,79%,3.0,,Japan,Venezuela (Bolivarian Republic of),no,36.204824,138.252924,JP,6.42375,-66.58973,VE
666,ENNA,"Wampusirpi, batch 007",1916,2016,75%,3.25,,United States of America,Honduras,no,37.09024,-95.712891,US,15.199999,-86.241905,HN
667,Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80%,3.25,Forastero,Spain,Sao Tome and Principe,no,40.46366700000001,-3.74922,ES,0.18636,6.613080999999999,ST
668,Erithaj (A. Morin),Ben Tre,1205,2014,70%,3.25,Trinitario,France,Viet Nam,no,46.227638,2.213749,FR,14.058324,108.277199,VN
669,Erithaj (A. Morin),Ba Lai,1209,2014,74%,3.25,Trinitario,France,Viet Nam,no,46.227638,2.213749,FR,14.058324,108.277199,VN
670,Erithaj (A. Morin),Ham Luong,1209,2014,80%,3.0,Trinitario,France,Viet Nam,no,46.227638,2.213749,FR,14.058324,108.277199,VN
671,Escazu,Ocumare,252,2008,72%,3.0,Criollo,United States of America,Venezuela (Bolivarian Republic of),no,37.09024,-95.712891,US,6.42375,-66.58973,VE
672,Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74%,2.75,,United States of America,Costa Rica,no,37.09024,-95.712891,US,9.748916999999999,-83.753428,CR
673,Escazu,Guapiles,414,2009,65%,2.0,,United States of America,Costa Rica,no,37.09024,-95.712891,US,9.748916999999999,-83.753428,CR
674,Escazu,Carenero Superior,423,2009,81%,3.5,Criollo,United States of America,Venezuela (Bolivarian Republic of),no,37.09024,-95.712891,US,6.42375,-66.58973,VE
675,Escazu,Rio Caribe,903,2012,70%,2.75,Trinitario,United States of America,Venezuela (Bolivarian Republic of),no,37.09024,-95.712891,US,6.42375,-66.58973,VE
676,Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55%,2.5,,United States of America,Peru,no,37.09024,-95.712891,US,-9.189967,-75.015152,PE
677,Ethel's Artisan (Mars),Trinidad,666,2011,55%,2.5,Trinitario,United States of America,Trinidad and Tobago,no,37.09024,-95.712891,US,10.691803,-61.222503,TT
678,Ethel's Artisan (Mars),Porcelana,666,2011,70%,2.5,Criollo (Porcelana),United States of America,Venezuela (Bolivarian Republic of),no,37.09024,-95.712891,US,6.42375,-66.58973,VE
679,Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62%,2.5,,United States of America,Venezuela (Bolivarian Republic of),no,37.09024,-95.712891,US,6.42375,-66.58973,VE
680,Ethel's Artisan (Mars),Red Vanilla,666,2011,62%,2.75,,United States of America,,no,37.09024,-95.712891,US,33.791638,-84.389488,#1
681,Ethereal,Belize,1275,2014,80%,3.0,Trinitario,United States of America,Belize,no,37.09024,-95.712891,US,17.189877,-88.49765,BZ
682,Ethereal,Dominican Republic,1275,2014,80%,3.75,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO
683,Ethereal,Ecuador,1275,2014,80%,3.5,,United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC
684,Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75%,2.75,,United States of America,Brazil,no,37.09024,-95.712891,US,-14.235004,-51.92528,BR
685,Feitoria Cacao,Maya Mountain,1736,2016,76%,2.75,Trinitario,Portugal,Belize,no,39.39987199999999,-8.224454,PT,17.189877,-88.49765,BZ
686,Feitoria Cacao,Blue Mountain,1732,2016,76%,3.0,,Portugal,Jamaica,no,39.39987199999999,-8.224454,PT,18.109581,-77.297508,JM
687,Feitoria Cacao,Cuyagua,1736,2016,76%,2.5,,Portugal,Venezuela (Bolivarian Republic of),no,39.39987199999999,-8.224454,PT,6.42375,-66.58973,VE
688,Felchlin,"Alto Beni, Cru Savage",56,2006,68%,4.0,Criollo (Wild),Switzerland,Plurinational State of Bolivia,no,46.818188,8.227511999999999,CH,-16.290154,-63.58865299999999,BO
689,Felchlin,Elvesia P.,105,2006,74%,3.0,"Trinitario, Criollo",Switzerland,Dominican Republic,no,46.818188,8.227511999999999,CH,18.735693,-70.162651,DO
690,Felchlin,Arriba,48,2006,72%,3.5,Forastero (Arriba),Switzerland,Ecuador,no,46.818188,8.227511999999999,CH,-1.831239,-78.18340599999999,EC
691,Felchlin,"Madagascar, Grand Cru",48,2006,64%,3.0,Criollo,Switzerland,Madagascar,no,46.818188,8.227511999999999,CH,-18.766947,46.869107,MG
692,Felchlin,Maracaibo Clasificado,48,2006,65%,3.0,Criollo,Switzerland,Venezuela (Bolivarian Republic of),no,46.818188,8.227511999999999,CH,6.42375,-66.58973,VE
693,Felchlin,Supremo- SF,105,2006,62%,2.0,,Switzerland,,no,46.818188,8.227511999999999,CH,33.791638,-84.389488,#1
694,Felchlin,Grenada,494,2010,58%,3.5,Trinitario,Switzerland,Grenada,no,46.818188,8.227511999999999,CH,12.1165,-61.67899999999999,GD
695,Finca,Dominican Republic,1283,2014,70%,3.25,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO
696,Finca,Dominican Republic,1283,2014,80%,3.0,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO
697,Finca,Dominican Republic,1287,2014,85%,2.5,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO
698,Finca,Puerto Rico,1283,2014,65%,2.25,,United States of America,Puerto Rico,no,37.09024,-95.712891,US,18.220833,-66.590149,PR
699,Forever Cacao,Rio Eni,1267,2014,72%,2.75,Criollo,United Kingdom of Great Britain and Northern Ireland,Peru,yes,55.378051,-3.435973,GB,-9.189967,-75.015152,PE
700,Forteza (Cortes),Dominican Republic,1776,2016,70%,2.75,,Puerto Rico,Dominican Republic,no,18.220833,-66.590149,PR,18.735693,-70.162651,DO
701,Forteza (Cortes),Puerto Rico,1776,2016,80%,2.75,,Puerto Rico,Dominican Republic,no,18.220833,-66.590149,PR,18.735693,-70.162651,DO
702,Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75%,3.5,,Singapore,Ecuador,no,1.352083,103.819836,SG,-1.831239,-78.18340599999999,EC
703,Fossa,"Akesson's E., Sambirano V.",1772,2016,70%,2.75,,Singapore,Madagascar,no,1.352083,103.819836,SG,-18.766947,46.869107,MG
704,Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67%,3.75,Trinitario,Singapore,"Tanzania, United Republic of",no,1.352083,103.819836,SG,-6.369028,34.888822,TZ
705,Fossa,Alto Beni,2072,2018,70%,3.0,,Singapore,Plurinational State of Bolivia,no,1.352083,103.819836,SG,-16.290154,-63.58865299999999,BO
706,Fossa,Oko Caribe,2076,2018,72%,2.75,,Singapore,Dominican Republic,no,1.352083,103.819836,SG,18.735693,-70.162651,DO
707,Fossa,Pisa,2072,2018,68%,3.5,,Singapore,Haiti,no,1.352083,103.819836,SG,18.971187,-72.285215,HT
708,Fossa,"Pak Eddy Farm, Yogyakarta Region",2072,2018,70%,3.0,,Singapore,Indonesia,no,1.352083,103.819836,SG,-0.789275,113.921327,ID
709,Fossa,Davao,2072,2018,70%,3.25,,Singapore,Philippines,no,1.352083,103.819836,SG,12.879721,121.774017,PH
710,Franceschi,Canoabo,911,2012,70%,3.75,,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),no,6.42375,-66.58973,VE,6.42375,-66.58973,VE
711,Franceschi,Sur del Lago,915,2012,60%,3.5,,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),no,6.42375,-66.58973,VE,6.42375,-66.58973,VE
712,Franceschi,Ocumare,1355,2014,70%,3.75,,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),no,6.42375,-66.58973,VE,6.42375,-66.58973,VE
713,Franceschi,Choroni,1355,2014,70%,3.5,,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),no,6.42375,-66.58973,VE,6.42375,-66.58973,VE
714,Franceschi,Rio Caribe,2044,2018,60%,2.5,Trinitario,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),no,6.42375,-66.58973,VE,6.42375,-66.58973,VE
